"","variety","country","points","price","province","region_1","title","winery","word","n","year"
"346","Sauvignon Blanc","France",88,22,"Loire Valley","Sancerre","Fournier Père et Fils 2006 Les Belles Vignes  (Sancerre)","Fournier Père et Fils","soft",322,"2006"
"347","Sauvignon Blanc","US",90,15,"Washington","Horse Heaven Hills","Chateau Ste. Michelle 2013 Horse Heaven Vineyard Sauvignon Blanc (Horse Heaven Hills)","Chateau Ste. Michelle","creamy",215,"2013"
"348","Sauvignon Blanc","France",89,20,"Loire Valley","Menetou-Salon","Domaine de l'Ermitage 2013  Menetou-Salon","Domaine de l'Ermitage","tight",205,"2013"
"349","Sauvignon Blanc","France",88,30,"Bordeaux","Pessac-Léognan","Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan)","Château Larrivet Haut-Brion","bright",389,"2014"
"350","Sauvignon Blanc","Chile",87,19,"Aconcagua Valley","","Errazuriz 2012 Max Reserva Sauvignon Blanc (Aconcagua Valley)","Errazuriz","pepper",299,"2012"
"351","Syrah","US",87,44,"California","Central Coast","Rideau 2014 Estate Syrah","Rideau","cherry",844,"2014"
"352","Syrah","US",87,44,"California","Central Coast","Rideau 2014 Estate Syrah","Rideau","light",262,"2014"
"353","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","dark",669,"2012"
"354","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","blueberry",363,"2012"
"355","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","barrel",212,"2012"
"356","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","vanilla",345,"2012"
"357","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","tannins",1049,"2012"
"358","Syrah","US",91,46,"California","Paso Robles","Alta Colina 2012 Old 900 Syrah (Paso Robles)","Alta Colina","purple",233,"2012"
"359","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","smoked",248,"2013"
"360","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","black",1430,"2013"
"361","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","currant",233,"2013"
"362","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","plum",554,"2013"
"363","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","pepper",1077,"2013"
"364","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","savory",331,"2013"
"365","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","boysenberry",215,"2013"
"366","Syrah","US",91,36,"California","Santa Cruz Mountains","Big Basin 2013 Syrah (Santa Cruz Mountains)","Big Basin","chocolate",533,"2013"
"367","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","dense",247,"2005"
"368","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","tannic",356,"2005"
"369","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","peppery",222,"2005"
"370","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","syrah",1514,"2005"
"371","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","ripe",562,"2005"
"372","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","blackberry",958,"2005"
"373","Syrah","US",88,25,"California","Sonoma Valley","Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley)","Kenwood","fruit",1730,"2005"
"374","Syrah","Israel",90,50,"Judean Hills","","Yatir 2011 Syrah (Judean Hills)","Yatir","raspberry",309,"2011"
"375","Syrah","Israel",90,50,"Judean Hills","","Yatir 2011 Syrah (Judean Hills)","Yatir","berry",455,"2011"
"376","Syrah","Israel",90,50,"Judean Hills","","Yatir 2011 Syrah (Judean Hills)","Yatir","spice",581,"2011"
"377","Syrah","US",85,49,"California","Santa Barbara County","Testarossa 2006 Thompson Vineyard Syrah (Santa Barbara County)","Testarossa","sweet",375,"2006"
"378","Syrah","South Africa",89,19,"Stellenbosch","","Jardin 2007 Syrah (Stellenbosch)","Jardin","earthy",210,"2007"
"379","Syrah","South Africa",89,19,"Stellenbosch","","Jardin 2007 Syrah (Stellenbosch)","Jardin","meat",441,"2007"
"380","Syrah","New Zealand",87,18,"Hawke's Bay","","Otto's Constant Dream 2008 Syrah (Hawke's Bay)","Otto's Constant Dream","tart",279,"2008"
"381","Syrah","US",85,45,"California","Santa Barbara County","Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County)","Vino V","leather",275,"2005"
"382","Syrah","US",85,45,"California","Santa Barbara County","Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County)","Vino V","blackberries",287,"2005"
"383","Syrah","US",85,45,"California","Santa Barbara County","Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County)","Vino V","firm",253,"2005"
"384","Syrah","US",89,42,"Washington","Wahluke Slope","Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope)","Milbrandt","coffee",347,"2013"
"385","Syrah","US",89,42,"Washington","Wahluke Slope","Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope)","Milbrandt","rich",572,"2013"
"386","Syrah","US",89,42,"Washington","Wahluke Slope","Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope)","Milbrandt","bodied",453,"2013"
"387","Syrah","US",87,28,"Washington","Wahluke Slope","Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope)","Camaraderie","herb",307,"2009"
"388","Syrah","US",87,28,"Washington","Wahluke Slope","Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope)","Camaraderie","earth",239,"2009"
"389","Syrah","US",93,62,"California","Paso Robles","Four Lanterns 2013 Fire Light Syrah (Paso Robles)","Four Lanterns","spicy",257,"2013"
"390","Syrah","US",93,62,"California","Paso Robles","Four Lanterns 2013 Fire Light Syrah (Paso Robles)","Four Lanterns","fresh",254,"2013"
"391","Syrah","US",89,50,"Washington","Yakima Valley","Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley)","Ardor","olive",215,"2015"
"392","Syrah","Italy",90,50,"Tuscany","Cortona","Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona)","Baracchi Riccardo","concentrated",210,"2011"
"393","Syrah","Italy",90,50,"Tuscany","Cortona","Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona)","Baracchi Riccardo","dried",302,"2011"
"394","Syrah","Italy",90,50,"Tuscany","Cortona","Baracchi Riccardo 2011 Smeriglio Riserva Syrah (Cortona)","Baracchi Riccardo","soft",423,"2011"
"395","Syrah","US",87,28,"California","Dry Creek Valley","Mounts 2008 Estate Grown Syrah (Dry Creek Valley)","Mounts","bacon",218,"2008"
"396","Syrah","US",90,42,"California","Mendocino Ridge","Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge)","Donkey & Goat","smoke",247,"2013"
"397","Syrah","US",90,29,"California","Mendocino Ridge","Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge)","Greenwood Ridge","smoky",217,"2013"
"398","Syrah","US",85,35,"California","Alexander Valley","Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley)","Alexander Valley Vineyards","herbal",217,"2006"
"399","Syrah","US",88,28,"Oregon","Walla Walla Valley (OR)","WildAire 2012 Spofford Station Syrah (Walla Walla Valley (OR))","WildAire","herbs",272,"2012"
"400","Syrah","US",93,75,"California","Santa Barbara County","Central Coast Group Project 2013 Fauve Thompson Vineyard Syrah (Santa Barbara County)","Central Coast Group Project","licorice",379,"2013"
"401","Rosé","Australia",86,20,"South Australia","McLaren Vale","Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale)","Mitolo","pale",308,"2016"
"402","Rosé","Australia",86,20,"South Australia","McLaren Vale","Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale)","Mitolo","fruit",893,"2016"
"403","Rosé","Australia",86,20,"South Australia","McLaren Vale","Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale)","Mitolo","crisp",868,"2016"
"404","Rosé","Australia",86,20,"South Australia","McLaren Vale","Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale)","Mitolo","medium",209,"2016"
"405","Rosé","France",83,16,"Languedoc-Roussillon","Languedoc","Château Notre Dame du Quatourze 2015 Rosé (Languedoc)","Château Notre Dame du Quatourze","soft",444,"2015"
"406","Rosé","France",83,16,"Languedoc-Roussillon","Languedoc","Château Notre Dame du Quatourze 2015 Rosé (Languedoc)","Château Notre Dame du Quatourze","currant",255,"2015"
"407","Rosé","France",83,16,"Languedoc-Roussillon","Languedoc","Château Notre Dame du Quatourze 2015 Rosé (Languedoc)","Château Notre Dame du Quatourze","cherry",520,"2015"
"408","Rosé","France",83,16,"Languedoc-Roussillon","Languedoc","Château Notre Dame du Quatourze 2015 Rosé (Languedoc)","Château Notre Dame du Quatourze","light",765,"2015"
"409","Rosé","France",82,11,"Provence","Coteaux Varois en Provence","Mémoires 2015 Rosé (Coteaux Varois en Provence)","Mémoires","pepper",175,"2015"
"410","Rosé","France",82,11,"Provence","Coteaux Varois en Provence","Mémoires 2015 Rosé (Coteaux Varois en Provence)","Mémoires","edge",158,"2015"
"411","Rosé","US",89,18,"New York","New York","Lieb 2015 Bridge Lane Rosé (New York)","Lieb","berry",357,"2015"
"412","Rosé","US",89,18,"New York","New York","Lieb 2015 Bridge Lane Rosé (New York)","Lieb","bodied",313,"2015"
"413","Rosé","France",87,20,"Provence","Côtes de Provence","Domaine du Grand Cros 2011 L'Esprit de Provence Rosé (Côtes de Provence)","Domaine du Grand Cros","ripe",690,"2011"
"414","Rosé","France",87,20,"Provence","Côtes de Provence","Domaine du Grand Cros 2011 L'Esprit de Provence Rosé (Côtes de Provence)","Domaine du Grand Cros","tight",150,"2011"
"415","Rosé","Spain",87,11,"Northern Spain","Rioja","El Coto 2011 Rosado Rosé (Rioja)","El Coto","watermelon",224,"2011"
"416","Rosé","Spain",87,11,"Northern Spain","Rioja","El Coto 2011 Rosado Rosé (Rioja)","El Coto","vanilla",151,"2011"
"417","Rosé","Spain",87,11,"Northern Spain","Rioja","El Coto 2011 Rosado Rosé (Rioja)","El Coto","strawberry",711,"2011"
"418","Rosé","France",93,20,"Provence","Coteaux d'Aix-en-Provence","Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence)","Château Vignelaure","rich",353,"2015"
"419","Rosé","France",93,20,"Provence","Coteaux d'Aix-en-Provence","Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence)","Château Vignelaure","cabernet",169,"2015"
"420","Rosé","France",93,20,"Provence","Coteaux d'Aix-en-Provence","Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence)","Château Vignelaure","syrah",314,"2015"
"421","Rosé","France",93,20,"Provence","Coteaux d'Aix-en-Provence","Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence)","Château Vignelaure","fruits",614,"2015"
"422","Rosé","France",93,40,"Provence","Côtes de Provence Sainte-Victoire","Mas de Cadenet 2015 Mas Negrel Cadenet Rosé (Côtes de Provence Sainte-Victoire)","Mas de Cadenet","caramel",221,"2015"
"423","Rosé","France",93,40,"Provence","Côtes de Provence Sainte-Victoire","Mas de Cadenet 2015 Mas Negrel Cadenet Rosé (Côtes de Provence Sainte-Victoire)","Mas de Cadenet","spice",329,"2015"
"424","Rosé","France",93,40,"Provence","Côtes de Provence Sainte-Victoire","Mas de Cadenet 2015 Mas Negrel Cadenet Rosé (Côtes de Provence Sainte-Victoire)","Mas de Cadenet","food",209,"2015"
"425","Rosé","France",89,11,"Rhône Valley","Costières de Nîmes","Château de Campuget 2016 Tradition Rosé (Costières de Nîmes)","Château de Campuget","grenache",308,"2016"
"426","Rosé","France",89,11,"Rhône Valley","Costières de Nîmes","Château de Campuget 2016 Tradition Rosé (Costières de Nîmes)","Château de Campuget","citrus",365,"2016"
"427","Rosé","US",89,13,"California","California","Cupcake 2016 Rosé (California)","Cupcake","refreshing",324,"2016"
"428","Rosé","US",89,13,"California","California","Cupcake 2016 Rosé (California)","Cupcake","fresh",636,"2016"
"429","Rosé","France",91,17,"Provence","Côtes de Provence","Château Riotor 2014 Rosé (Côtes de Provence)","Château Riotor","fruity",663,"2014"
"430","Rosé","France",91,20,"Provence","Coteaux d'Aix-en-Provence","Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence)","Château Vignelaure","delicious",167,"2014"
"431","Rosé","France",91,20,"Provence","Côtes de Provence","Domaine de la Bastide Blanche 2014 TwoB Rosé (Côtes de Provence)","Domaine de la Bastide Blanche","bright",516,"2014"
"432","Rosé","France",91,25,"Provence","Côtes de Provence","Domaine Sainte-Marie 2014 VieVité Extraordinaire Rosé (Côtes de Provence)","Domaine Sainte-Marie","tangy",189,"2014"
"433","Rosé","Portugal",85,22,"Alentejano","","Cortes de Cima 2015 Rosé (Alentejano)","Cortes de Cima","orange",300,"2015"
"434","Rosé","Portugal",85,22,"Alentejano","","Cortes de Cima 2015 Rosé (Alentejano)","Cortes de Cima","attractive",329,"2015"
"435","Rosé","Portugal",85,9,"Vinho Verde","","Quinta de Paços 2015 Casa de Paços Rosé (Vinho Verde)","Quinta de Paços","pink",476,"2015"
"436","Rosé","Portugal",85,9,"Vinho Verde","","Quinta de Paços 2015 Casa de Paços Rosé (Vinho Verde)","Quinta de Paços","aftertaste",310,"2015"
"437","Rosé","Portugal",85,12,"Península de Setúbal","","Wines & Winemakers 2015 Casa Ermelinda Freitas Monte de Baía Rosé (Península de Setúbal)","Wines & Winemakers","raspberry",461,"2015"
"438","Rosé","Spain",87,18,"Northern Spain","Cariñena","Ignacio Marín 2015 Wine Wings Garnacha Rosé (Cariñena)","Ignacio Marín","weight",175,"2015"
"439","Rosé","Portugal",88,14,"Douro","","Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Rosé (Douro)","Wines & Winemakers","lightly",162,"2015"
"440","Rosé","Portugal",88,14,"Douro","","Wines & Winemakers 2015 Lua Cheia em Vinhas Velhas Rosé (Douro)","Wines & Winemakers","mineral",166,"2015"
"441","Rosé","US",90,18,"New York","Finger Lakes","Damiani 2016 Dry Rosé (Finger Lakes)","Damiani","slightly",152,"2016"
"442","Rosé","France",90,21,"Provence","Côtes de Provence","Domaine Clos Gautier 2016 Oser Rosé (Côtes de Provence)","Domaine Clos Gautier","fruitiness",200,"2016"
"443","Rosé","France",90,30,"Provence","Côtes de Provence","Domaine Sainte-Marie 2016 Paparazzi Rosé (Côtes de Provence)","Domaine Sainte-Marie","grapes",151,"2016"
"444","Rosé","France",90,30,"Provence","Côtes de Provence","Domaine Sainte-Marie 2016 Paparazzi Rosé (Côtes de Provence)","Domaine Sainte-Marie","peach",264,"2016"
"445","Rosé","France",86,14,"Bordeaux","Bordeaux Rosé","Chateau le Grand Verdus 2011 Rosé (Bordeaux Rosé)","Chateau le Grand Verdus","clean",227,"2011"
"446","Rosé","France",86,14,"Bordeaux","Bordeaux Rosé","Chateau le Grand Verdus 2011 Rosé (Bordeaux Rosé)","Chateau le Grand Verdus","lively",286,"2011"
"447","Rosé","US",86,13,"California","Mendocino County","Bonterra 2007 Rosé (Mendocino County)","Bonterra","tart",168,"2007"
"448","Rosé","Spain",90,31,"Northern Spain","Rioja","Muga 2016 Flor de Muga Rosé (Rioja)","Muga","sweet",244,"2016"
"449","Rosé","France",86,20,"Bordeaux","Bordeaux Rosé","Château Côte Montpezat 2015 Le Canon de Côte Montpezat Rosé (Bordeaux Rosé)","Château Côte Montpezat","white",197,"2015"
"450","Rosé","US",83,22,"California","Sierra Foothills","Naggiar 2014 Estate Rosé (Sierra Foothills)","Naggiar","smooth",151,"2014"
"451","Merlot","US",87,22,"California","Paso Robles","Bianchi 2011 Signature Selection Merlot (Paso Robles)","Bianchi","cherries",258,"2011"
"452","Merlot","US",87,22,"California","Paso Robles","Bianchi 2011 Signature Selection Merlot (Paso Robles)","Bianchi","black",787,"2011"
"453","Merlot","US",87,22,"California","Paso Robles","Bianchi 2011 Signature Selection Merlot (Paso Robles)","Bianchi","licorice",189,"2011"
"454","Merlot","Chile",86,9,"Maule Valley","","Sundance 2011 Merlot (Maule Valley)","Sundance","berry",427,"2011"
"455","Merlot","Chile",86,9,"Maule Valley","","Sundance 2011 Merlot (Maule Valley)","Sundance","herb",238,"2011"
"456","Merlot","Chile",86,9,"Maule Valley","","Sundance 2011 Merlot (Maule Valley)","Sundance","raspberry",261,"2011"
"457","Merlot","Chile",86,9,"Maule Valley","","Sundance 2011 Merlot (Maule Valley)","Sundance","plum",630,"2011"
"458","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","tannins",1060,"2014"
"459","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","light",237,"2014"
"460","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","bodied",348,"2014"
"461","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","herbal",234,"2014"
"462","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","pepper",236,"2014"
"463","Merlot","US",86,55,"California","Knights Valley","Passaggio 2014 Blau Vineyards Merlot (Knights Valley)","Passaggio","cherry",1181,"2014"
"464","Merlot","Chile",88,11,"Colchagua Valley","","Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley)","Viña Bisquertt","dark",329,"2007"
"465","Merlot","Chile",88,11,"Colchagua Valley","","Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley)","Viña Bisquertt","ripe",454,"2007"
"466","Merlot","Chile",88,11,"Colchagua Valley","","Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley)","Viña Bisquertt","smooth",257,"2007"
"467","Merlot","Chile",88,11,"Colchagua Valley","","Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley)","Viña Bisquertt","spice",462,"2007"
"468","Merlot","Chile",88,11,"Colchagua Valley","","Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley)","Viña Bisquertt","blackberry",431,"2007"
"469","Merlot","US",85,25,"California","Sonoma Mountain","Work 2004 Reserve Merlot (Sonoma Mountain)","Work","smoky",164,"2004"
"470","Merlot","US",85,25,"California","Sonoma Mountain","Work 2004 Reserve Merlot (Sonoma Mountain)","Work","soft",524,"2004"
"471","Merlot","Chile",86,18,"Curicó Valley","","Aresti 2007 Reserva Merlot (Curicó Valley)","Aresti","juicy",173,"2007"
"472","Merlot","Chile",86,18,"Curicó Valley","","Aresti 2007 Reserva Merlot (Curicó Valley)","Aresti","fruit",1138,"2007"
"473","Merlot","Chile",86,18,"Curicó Valley","","Aresti 2007 Reserva Merlot (Curicó Valley)","Aresti","cassis",144,"2007"
"474","Merlot","Chile",88,12,"Rapel Valley","","Lapostolle 2002 Estate Bottled Merlot (Rapel Valley)","Lapostolle","chocolate",414,"2002"
"475","Merlot","Chile",88,12,"Rapel Valley","","Lapostolle 2002 Estate Bottled Merlot (Rapel Valley)","Lapostolle","coffee",192,"2002"
"476","Merlot","US",88,34,"California","Russian River Valley","Merriam 2000 Windacre Vineyard Merlot (Russian River Valley)","Merriam","fresh",166,"2000"
"477","Merlot","Chile",87,12,"Maipo Valley","","Undurraga 2001 Reserva Merlot (Maipo Valley)","Undurraga","sweet",342,"2001"
"478","Merlot","Chile",87,12,"Maipo Valley","","Undurraga 2001 Reserva Merlot (Maipo Valley)","Undurraga","tannic",254,"2001"
"479","Merlot","US",89,30,"Washington","Columbia Valley (WA)","Guardian 2013 Confidential Source Merlot (Columbia Valley (WA))","Guardian","barrel",163,"2013"
"480","Merlot","US",89,30,"Washington","Columbia Valley (WA)","Guardian 2013 Confidential Source Merlot (Columbia Valley (WA))","Guardian","spicy",176,"2013"
"481","Merlot","Chile",91,35,"Colchagua Valley","","Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley)","Cono Sur","merlot",1221,"2012"
"482","Merlot","US",89,18,"Washington","Wahluke Slope","Seven Falls 2013 Merlot (Wahluke Slope)","Seven Falls","vanilla",322,"2013"
"483","Merlot","US",87,35,"California","Calistoga","Barlow 2009 Unfiltered Merlot (Calistoga)","Barlow","mocha",150,"2009"
"484","Merlot","US",90,39,"Washington","Red Mountain","Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain)","Efeste","herbs",177,"2013"
"485","Merlot","US",90,39,"Washington","Red Mountain","Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain)","Efeste","tart",153,"2013"
"486","Merlot","US",90,39,"Washington","Red Mountain","Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain)","Efeste","green",225,"2013"
"487","Merlot","Chile",86,12,"Colchagua Valley","","La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley)","La Playa","earthy",141,"2012"
"488","Merlot","Chile",86,12,"Colchagua Valley","","La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley)","La Playa","fruits",149,"2012"
"489","Merlot","US",86,10,"California","California","Stomping Ground 2010 Merlot (California)","Stomping Ground","medium",208,"2010"
"490","Merlot","US",86,10,"California","California","Stomping Ground 2010 Merlot (California)","Stomping Ground","firm",180,"2010"
"491","Merlot","US",85,16,"California","Napa Valley","Irony 2004 Merlot (Napa Valley)","Irony","currant",247,"2004"
"492","Merlot","US",85,10,"California","California","Little Black Dress 2006 Merlot (California)","Little Black Dress","rich",385,"2006"
"493","Merlot","US",83,17,"Washington","Columbia Valley (WA)","Barnard Griffin 2013 Merlot (Columbia Valley (WA))","Barnard Griffin","dried",174,"2013"
"494","Merlot","US",92,42,"California","Santa Ynez Valley","Happy Canyon Vineyard 2007 Barrack Brand Merlot (Santa Ynez Valley)","Happy Canyon Vineyard","cabernet",179,"2007"
"495","Merlot","Italy",93,75,"Tuscany","Toscana","Castellare di Castellina 2009 Poggio ai Merli Merlot (Toscana)","Castellare di Castellina","tobacco",179,"2009"
"496","Merlot","US",87,40,"Washington","Washington","Hawks View 2010 Merlot (Washington)","Hawks View","easy",156,"2010"
"497","Merlot","US",88,25,"California","Oak Knoll District","Martin Ray 2010 Reserve Merlot (Oak Knoll District)","Martin Ray","cedar",188,"2010"
"498","Merlot","US",84,11,"California","California","Grayson 2015 Lot 6 Merlot (California)","Grayson","fruity",162,"2015"
"499","Merlot","US",85,10,"Washington","Columbia Valley (WA)","Sagelands 2013 Merlot (Columbia Valley (WA))","Sagelands","lead",138,"2013"
"500","Merlot","US",89,24,"California","Santa Clara Valley","Jason-Stephens 2010 Estate Merlot (Santa Clara Valley)","Jason-Stephens","concentrated",140,"2010"
"501","Nebbiolo","Italy",92,70,"Piedmont","Barolo","Ceretto 2003 Bricco Rocche Prapó  (Barolo)","Ceretto","dark",432,"2003"
"502","Nebbiolo","Italy",92,70,"Piedmont","Barolo","Ceretto 2003 Bricco Rocche Prapó  (Barolo)","Ceretto","fruit",533,"2003"
"503","Nebbiolo","Italy",91,70,"Piedmont","Barolo","Ceretto 2003 Bricco Rocche Brunate  (Barolo)","Ceretto","glass",283,"2003"
"504","Nebbiolo","Italy",91,70,"Piedmont","Barolo","Ceretto 2003 Bricco Rocche Brunate  (Barolo)","Ceretto","leather",592,"2003"
"505","Nebbiolo","Italy",91,68,"Piedmont","Barolo","Poderi Luigi Einaudi 2003  Barolo","Poderi Luigi Einaudi","barolo",316,"2003"
"506","Nebbiolo","Italy",91,60,"Piedmont","Barolo","Giacomo Ascheri 2001 Sorano  (Barolo)","Giacomo Ascheri","fresh",235,"2001"
"507","Nebbiolo","Italy",91,60,"Piedmont","Barolo","Giacomo Ascheri 2001 Sorano  (Barolo)","Giacomo Ascheri","licorice",703,"2001"
"508","Nebbiolo","Italy",87,56,"Piedmont","Barolo","Cascina Adelaide 2005 4 Vigne  (Barolo)","Cascina Adelaide","white",384,"2005"
"509","Nebbiolo","Italy",87,20,"Piedmont","Langhe","Socré 2006 Nebbiolo (Langhe)","Socré","nebbiolo",276,"2006"
"510","Nebbiolo","Italy",87,20,"Piedmont","Langhe","Socré 2006 Nebbiolo (Langhe)","Socré","cherry",1613,"2006"
"511","Nebbiolo","Italy",87,20,"Piedmont","Langhe","Socré 2006 Nebbiolo (Langhe)","Socré","berry",1042,"2006"
"512","Nebbiolo","Italy",87,20,"Piedmont","Langhe","Socré 2006 Nebbiolo (Langhe)","Socré","spice",867,"2006"
"513","Nebbiolo","Italy",87,18,"Piedmont","Langhe","Boffa 2006 Nebbiolo (Langhe)","Boffa","bright",364,"2006"
"514","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","underbrush",271,"2010"
"515","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","flower",208,"2010"
"516","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","ripe",515,"2010"
"517","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","juicy",276,"2010"
"518","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","black",781,"2010"
"519","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","crushed",388,"2010"
"520","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","raspberry",541,"2010"
"521","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","anise",374,"2010"
"522","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","tobacco",363,"2010"
"523","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","firm",682,"2010"
"524","Nebbiolo","Italy",97,150,"Piedmont","Barolo","Cavallotto 2010 Vignolo Riserva  (Barolo)","Cavallotto","tannins",1770,"2010"
"525","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","herb",522,"2012"
"526","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","rose",466,"2012"
"527","Nebbiolo","Italy",95,60,"Piedmont","Barolo","Bel Colle 2012 Simposio  (Barolo)","Bel Colle","elegant",243,"2012"
