fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID
4.069760095,5.068019141,4.27631013,4.617848939,4.756369531,4.916356721,4.681784797,5.293175897,6.935965076,4.892931589,4.415405775,7,822
4.069760095,5.068019141,4.27631013,4.617848939,4.756369531,4.916356721,4.681784797,5.293175897,6.935965076,4.892931589,4.415405775,5,823
4.299500401,4.732935375,5.046326168,5.185253776,4.586392932,4.055948983,4.073795658,5.038848888,4.539381928,4.243990759,4.884595237,5,824
4.299500401,4.621240786,4.327644533,5.185253776,4.756369531,4.916356721,4.712184254,4.731537085,5.316652138,4.008012275,5.259946807,5,825
4.529240706,3.560142194,5.354332583,4.830625753,4.203945582,3.864747263,3.830600002,4.127510438,5.575742208,4.892931589,5.541460485,5,826
4.299500401,4.621240786,4.327644533,5.185253776,4.756369531,4.916356721,4.712184254,4.731537085,5.316652138,4.008012275,5.259946807,7,827
4.701545935,5.235561024,4.07097252,4.830625753,4.522651707,6.732773057,4.955379909,3.634751858,5.964377313,5.482877798,7.136704658,5,828
3.610279484,5.458950201,4.019638118,4.688774544,4.650134156,5.011957581,4.316991313,3.417514204,6.612102488,5.65986166,5.635298377,8,829
4.529240706,5.877804908,3.968303715,4.972476962,4.373922182,3.960348123,3.860999459,4.77392492,5.446197173,4.361980001,5.447622592,6,830
3.610279484,5.458950201,4.019638118,4.688774544,4.650134156,5.011957581,4.316991313,3.417514204,6.612102488,5.65986166,5.635298377,4,831
6.194857921,4.509546197,5.765007803,4.263220917,6.222417704,6.732773057,5.04657828,5.833620792,5.446197173,6.190813248,4.509243667,6,832
6.884078837,4.67708808,5.867676609,4.334146521,6.264911854,6.923974777,5.137776651,5.85481471,5.446197173,6.190813248,4.509243667,3,833
5.275896699,5.877804908,4.943657363,4.334146521,5.011334431,5.011957581,4.286591856,5.10243064,5.057562068,3.890023033,4.040054205,4,834
4.586675782,5.76611032,4.122306923,4.263220917,4.543898782,6.063567039,5.259374478,4.895789945,5.510969691,4.126001517,3.946216312,5,835
4.069760095,3.615989488,5.046326168,4.901551358,3.396556734,6.923974777,6.627350041,1.764388644,4.668926963,3.418066066,6.198325732,5,836
4.069760095,3.615989488,5.046326168,4.901551358,3.396556734,6.923974777,6.627350041,1.764388644,4.668926963,3.418066066,6.198325732,7,837
6.022552692,3.783531371,5.405666986,4.334146521,4.735122456,4.342751562,4.438589141,4.985864094,4.539381928,6.013829386,5.72913627,7,838
3.667714561,4.844629963,3.814300508,4.759700148,5.096322731,4.725155002,4.377790227,4.85340211,5.964377313,3.890023033,4.60308156,7,839
6.596903455,4.397851609,6.021679816,5.078865369,4.947593206,4.342751562,4.620985883,5.324966774,4.539381928,5.65986166,6.573677302,5,840
4.012325019,5.738186672,3.608962897,5.327104985,5.585005455,5.48996188,4.529787512,4.758029482,5.899604796,4.833936968,4.884595237,7,841
6.309728074,4.844629963,5.919011011,5.043402567,5.669993755,6.732773057,5.654567419,5.176609351,4.474609411,5.364888556,5.447622592,5,842
4.299500401,5.877804908,5.405666986,4.617848939,5.011334431,4.342751562,6.384154385,4.763327961,4.798471998,4.774942347,4.040054205,6,843
5.907682539,3.448447605,5.970345414,4.405072126,4.458910482,5.967966179,4.864181538,4.551388787,4.150746823,6.013829386,5.166108915,5,844
3.897454866,5.626492084,4.68698535,4.47599773,4.862604906,4.820755861,4.529787512,5.075938244,6.806420041,5.01092083,4.415405775,6,845
3.897454866,5.626492084,4.68698535,4.47599773,4.862604906,4.820755861,4.529787512,5.075938244,6.806420041,5.01092083,4.415405775,5,846
4.47180563,5.849881261,4.430313338,4.47599773,4.798863681,4.629554142,4.772983167,5.505115072,6.223467383,5.246899314,4.509243667,5,847
3.897454866,5.626492084,4.68698535,4.47599773,4.862604906,4.820755861,4.529787512,5.075938244,6.806420041,5.01092083,4.415405775,6,848
3.897454866,5.570644789,4.68698535,4.334146521,4.841357831,4.629554142,4.560186969,5.075938244,6.741647523,5.01092083,4.415405775,5,849
5.563072081,4.453698903,5.867676609,4.546923335,4.947593206,4.342751562,4.256192399,5.176609351,4.798471998,4.361980001,4.133892097,5,850
5.563072081,4.453698903,5.867676609,4.546923335,4.947593206,4.342751562,4.256192399,5.176609351,4.798471998,4.361980001,4.133892097,5,851
4.816416088,4.397851609,5.251663778,4.972476962,4.841357831,5.967966179,7.296138093,5.669367932,4.409836893,7.429700287,4.321567882,5,852
5.563072081,4.062767843,5.611004596,4.263220917,4.841357831,7.401979076,5.259374478,4.879894507,6.029149831,5.423883177,5.447622592,5,853
5.563072081,4.062767843,5.611004596,4.263220917,4.841357831,7.401979076,5.259374478,4.879894507,6.029149831,5.423883177,5.447622592,6,854
4.586675782,6.15704138,3.711631702,4.972476962,4.650134156,4.438352422,4.012996744,4.27586786,6.288239901,5.305893935,6.198325732,6,855
5.563072081,4.062767843,5.611004596,4.263220917,4.841357831,7.401979076,5.259374478,4.879894507,6.029149831,5.423883177,5.447622592,7,856
4.931286241,3.504294899,5.354332583,4.972476962,4.692628306,5.011957581,5.016178823,4.572582704,5.575742208,5.718856281,5.822974162,6,857
6.941513914,3.615989488,6.021679816,4.405072126,4.288933882,5.107558441,4.560186969,5.060042806,3.956429271,5.069915451,5.166108915,7,858
4.127195172,5.179713729,4.738319753,4.47599773,4.713875381,4.916356721,4.316991313,3.746019924,5.575742208,5.954834765,5.72913627,7,859
4.356935477,5.514797495,3.916969313,5.114328171,4.777616606,4.916356721,6.171358187,5.377951567,6.288239901,4.30298538,4.133892097,6,860
3.552844408,7.692841974,6.997033464,4.617848939,3.970227758,4.916356721,6.262556557,3.316843096,7.259827663,4.656953105,6.010649947,5,861
4.529240706,4.397851609,5.251663778,5.114328171,4.565145857,4.151549843,4.34739077,4.752731003,4.539381928,3.713039171,4.97843313,6,862
4.356935477,5.514797495,3.916969313,4.972476962,4.798863681,5.107558441,6.14095873,5.377951567,6.288239901,4.243990759,4.321567882,5,863
4.356935477,5.514797495,3.916969313,5.114328171,4.777616606,4.916356721,6.171358187,5.377951567,6.288239901,4.30298538,4.133892097,5,864
4.356935477,5.598568437,3.968303715,5.043402567,4.777616606,5.011957581,6.201757644,5.388548526,6.288239901,4.30298538,4.321567882,5,865
4.127195172,4.788782669,4.738319753,4.830625753,4.650134156,4.725155002,4.316991313,3.746019924,5.640514726,6.013829386,5.822974162,5,866
4.184630248,4.900477258,4.789654156,4.617848939,4.671381231,4.725155002,4.256192399,3.746019924,5.575742208,6.072824006,5.72913627,6,867
4.127195172,5.179713729,4.738319753,4.47599773,4.713875381,4.916356721,4.316991313,3.746019924,5.575742208,5.954834765,5.72913627,6,868
4.586675782,5.570644789,3.762966105,4.617848939,4.841357831,6.063567039,4.894580995,4.487807035,5.834832278,4.892931589,5.447622592,6,869
4.644110859,6.045346791,3.6602973,4.688774544,4.501404632,6.445970478,4.894580995,3.391021807,5.640514726,4.479969242,6.292163625,6,870
4.184630248,5.179713729,3.762966105,4.263220917,4.968840281,6.923974777,4.985779366,4.19109219,6.417784936,4.479969242,5.166108915,6,871
4.414370553,4.006920548,4.840988558,4.617848939,4.565145857,6.159167899,5.04657828,4.477210076,5.770059761,4.30298538,4.60308156,5,872
5.448201928,3.225058428,5.508335791,4.334146521,4.565145857,4.055948983,3.891398916,4.350046571,4.474609411,4.538963863,5.635298377,4,873
6.194857921,4.174462431,5.970345414,4.688774544,5.35128763,4.055948983,3.891398916,4.94347626,3.762111718,4.951926209,6.292163625,7,874
5.275896699,3.783531371,5.662338998,5.185253776,5.457523005,4.151549843,4.073795658,4.678552292,4.992789551,5.777850902,6.292163625,7,875
4.299500401,4.67708808,3.608962897,4.759700148,4.565145857,4.151549843,4.012996744,4.164599794,5.575742208,4.538963863,5.447622592,7,876
4.644110859,6.045346791,3.6602973,4.688774544,4.501404632,6.445970478,4.894580995,3.391021807,5.640514726,4.479969242,6.292163625,4,877
5.275896699,5.458950201,4.584316545,6.03636103,5.138816881,6.350369618,5.684966876,5.595189221,4.409836893,4.067006896,4.60308156,6,878
4.356935477,5.403102906,3.814300508,4.972476962,4.756369531,5.203159301,6.262556557,5.372653088,6.417784936,4.361980001,4.133892097,6,879
5.505637004,5.179713729,4.532982143,4.334146521,4.798863681,4.438352422,4.225792942,4.477210076,3.956429271,4.008012275,4.509243667,5,880
4.586675782,6.045346791,3.608962897,4.688774544,4.586392932,6.350369618,4.65138534,4.249375463,6.093922348,4.951926209,5.916812055,5,881
5.046156393,3.783531371,5.097660571,5.398030589,7.263524377,4.820755861,4.377790227,4.265270901,4.409836893,5.718856281,6.47983941,6,882
4.356935477,5.403102906,3.814300508,4.972476962,4.756369531,5.203159301,6.262556557,5.372653088,6.417784936,4.361980001,4.133892097,6,883
5.275896699,5.458950201,4.584316545,6.03636103,5.138816881,6.350369618,5.684966876,5.595189221,4.409836893,4.067006896,4.60308156,5,884
5.333331775,6.240812321,4.327644533,4.972476962,4.968840281,4.342751562,4.499388055,5.791232957,5.187107103,4.892931589,5.072271022,6,885
5.390766852,6.520048793,4.224975728,4.901551358,4.905099056,4.247150703,4.438589141,5.85481471,5.122334586,4.951926209,4.97843313,5,886
6.36716315,4.956324552,5.559670193,5.043402567,4.543898782,6.254768758,5.289773935,4.482508555,3.956429271,5.777850902,6.573677302,6,887
4.127195172,5.235561024,3.608962897,4.972476962,4.671381231,6.541571338,5.532969591,4.02683933,5.770059761,4.420974621,5.72913627,7,888
6.36716315,7.078521736,5.354332583,7.880426749,5.52126423,5.6811636,6.596950584,8.25502586,4.409836893,5.128910072,3.946216312,6,889
4.356935477,3.951073254,4.840988558,4.617848939,4.650134156,6.350369618,5.168176108,4.477210076,5.834832278,4.538963863,4.696919452,5,890
4.356935477,5.738186672,3.762966105,4.830625753,4.798863681,5.011957581,6.201757644,5.362056129,6.417784936,4.479969242,4.321567882,5,891
6.022552692,4.565393492,4.789654156,4.546923335,4.883851981,4.438352422,4.134594572,5.526308989,4.409836893,4.951926209,3.946216312,5,892
4.356935477,5.738186672,3.762966105,4.830625753,4.798863681,5.011957581,6.201757644,5.362056129,6.417784936,4.479969242,4.321567882,6,893
4.356935477,5.570644789,3.762966105,4.759700148,4.841357831,5.107558441,6.262556557,5.372653088,6.417784936,4.538963863,4.415405775,5,894
4.299500401,5.347255612,3.6602973,4.830625753,4.841357831,6.063567039,4.894580995,4.339449613,5.705287243,4.538963863,5.259946807,6,895
4.988721317,3.783531371,5.611004596,4.901551358,4.798863681,5.107558441,4.894580995,3.7778108,4.992789551,5.65986166,6.949028873,6,896
4.299500401,5.347255612,3.6602973,4.830625753,4.841357831,6.063567039,4.894580995,4.339449613,5.705287243,4.538963863,5.259946807,7,897
4.988721317,3.783531371,5.611004596,4.901551358,4.798863681,5.107558441,4.894580995,3.7778108,4.992789551,5.65986166,6.949028873,6,898
4.988721317,7.748689268,3.711631702,5.610807403,4.926346131,4.055948983,3.921798373,6.151529554,6.093922348,4.008012275,5.541460485,7,899
5.333331775,3.783531371,5.457001388,5.043402567,4.331428032,4.438352422,4.772983167,4.403031365,5.575742208,5.187904693,6.292163625,3,900
4.47180563,5.598568437,4.122306923,4.901551358,4.841357831,5.011957581,4.590586426,5.324966774,6.741647523,5.187904693,5.3537847,5,901
4.47180563,5.598568437,4.122306923,4.901551358,4.841357831,5.011957581,4.590586426,5.324966774,6.741647523,5.187904693,5.3537847,7,902
4.127195172,5.347255612,3.916969313,7.454873122,4.416416332,4.533953282,4.134594572,4.710343168,5.640514726,4.597958484,5.3537847,7,903
4.127195172,5.347255612,3.916969313,7.454873122,4.416416332,4.533953282,4.134594572,4.710343168,5.640514726,4.597958484,5.3537847,7,904
5.505637004,5.291408318,4.635650948,5.327104985,4.862604906,4.916356721,7.083341895,5.664069453,4.474609411,4.597958484,4.133892097,7,905
4.356935477,5.068019141,4.994991766,5.043402567,4.926346131,4.629554142,5.958561988,4.816312755,5.510969691,5.305893935,5.541460485,5,906
3.725149637,5.179713729,3.608962897,4.759700148,4.820110756,4.055948983,3.860999459,3.968556057,6.806420041,4.30298538,6.010649947,5,907
4.47180563,4.956324552,4.27631013,4.901551358,4.798863681,6.732773057,5.44177122,4.222883067,5.770059761,4.597958484,5.3537847,6,908
4.414370553,3.755607724,5.611004596,4.050444103,4.395169257,4.151549843,3.921798373,3.179082633,4.863244516,4.184996138,6.010649947,6,909
5.563072081,4.174462431,6.073014219,5.894509821,5.946205729,3.769146404,3.921798373,4.482508555,4.474609411,4.479969242,7.60589412,6,910
5.448201928,3.615989488,5.970345414,9.582641258,5.56375838,3.769146404,3.860999459,6.199215868,4.150746823,4.656953105,5.447622592,6,911
5.965117615,4.621240786,5.867676609,5.25617938,4.522651707,3.864747263,3.830600002,4.996461053,5.122334586,4.774942347,6.667515195,6,912
5.620507157,4.258233373,5.970345414,6.461914658,5.138816881,3.769146404,3.891398916,4.811014276,4.733699481,4.892931589,6.667515195,6,913
4.414370553,3.755607724,5.611004596,4.050444103,4.395169257,4.151549843,3.921798373,3.179082633,4.863244516,4.184996138,6.010649947,7,914
5.161026546,3.811455018,5.662338998,4.759700148,4.820110756,3.769146404,3.769801088,4.138107397,4.733699481,5.069915451,6.386001517,6,915
3.265669026,6.045346791,4.584316545,4.263220917,6.562370903,4.151549843,5.472170677,3.518185312,7.000737593,4.715947726,5.541460485,6,916
4.127195172,4.342004314,5.200329376,9.440790049,4.926346131,5.967966179,4.955379909,5.791232957,5.446197173,4.892931589,4.696919452,5,917
5.046156393,4.062767843,5.251663778,4.759700148,4.862604906,6.541571338,5.988961445,4.816312755,4.928017033,5.364888556,5.541460485,6,918
5.046156393,5.514797495,4.224975728,4.47599773,4.671381231,7.115176497,4.985779366,4.095719562,5.446197173,6.367797111,6.292163625,6,919
5.73537731,4.342004314,5.508335791,4.830625753,5.075075656,4.438352422,4.286591856,5.589890742,4.539381928,4.420974621,5.072271022,6,920
5.046156393,4.062767843,5.251663778,4.759700148,4.862604906,6.541571338,5.988961445,4.816312755,4.928017033,5.364888556,5.541460485,5,921
5.046156393,5.514797495,4.224975728,4.47599773,4.671381231,7.115176497,4.985779366,4.095719562,5.446197173,6.367797111,6.292163625,6,922
4.127195172,4.342004314,5.200329376,9.440790049,4.926346131,5.967966179,4.955379909,5.791232957,5.446197173,4.892931589,4.696919452,6,923
5.161026546,4.67708808,4.994991766,4.830625753,4.310180957,4.820755861,4.438589141,4.159301314,4.150746823,5.836845523,5.72913627,6,924
5.161026546,3.280905722,5.457001388,4.546923335,4.501404632,8.549189394,5.928162531,4.625567498,6.029149831,6.249807869,5.541460485,5,925
5.620507157,3.392600311,5.302998181,4.830625753,4.437663407,8.453588534,5.806564703,5.589890742,6.029149831,6.426791732,4.790757345,7,926
5.046156393,5.794033967,4.584316545,4.759700148,5.117569806,4.533953282,5.867363617,5.324966774,4.280291858,4.597958484,3.85237842,6,927
5.161026546,4.67708808,4.994991766,4.830625753,4.310180957,4.820755861,4.438589141,4.159301314,4.150746823,5.836845523,5.72913627,4,928
5.218461623,3.89522596,5.559670193,5.539881799,4.480157557,4.438352422,4.164994029,3.904974305,4.928017033,5.423883177,6.47983941,5,929
4.012325019,5.458950201,3.6602973,4.546923335,4.841357831,4.247150703,4.34739077,5.377951567,7.454145216,5.423883177,5.072271022,7,930
4.47180563,5.458950201,3.6602973,4.617848939,4.713875381,4.725155002,4.74258371,5.388548526,6.093922348,4.951926209,4.415405775,5,931
4.586675782,4.28615702,5.097660571,4.546923335,4.798863681,6.254768758,5.593768505,5.18720631,5.899604796,4.597958484,4.133892097,5,932
4.47180563,5.458950201,3.6602973,4.617848939,4.713875381,4.725155002,4.74258371,5.388548526,6.093922348,4.951926209,4.415405775,6,933
4.012325019,5.458950201,3.6602973,4.546923335,4.841357831,4.247150703,4.34739077,5.377951567,7.454145216,5.423883177,5.072271022,5,934
5.275896699,3.727684077,5.559670193,4.830625753,4.416416332,5.29876016,5.776165246,4.302360257,5.510969691,5.364888556,6.292163625,5,935
5.275896699,3.727684077,5.559670193,4.830625753,4.416416332,5.29876016,5.776165246,4.302360257,5.510969691,5.364888556,6.292163625,6,936
7.113819143,5.570644789,6.175683024,4.192295312,4.650134156,4.055948983,4.377790227,5.616383138,3.438249131,4.656953105,4.97843313,6,937
4.356935477,4.174462431,5.559670193,5.185253776,4.586392932,5.6811636,4.864181538,3.311544617,5.187107103,5.364888556,7.324380443,4,938
3.782584713,4.621240786,4.48164774,4.334146521,4.692628306,4.151549843,3.921798373,3.677139693,6.935965076,4.30298538,5.916812055,7,939
5.73537731,3.89522596,6.278351829,4.759700148,4.713875381,4.725155002,4.34739077,4.122211959,5.316652138,5.600867039,6.85519098,5,940
5.907682539,3.560142194,6.124348621,6.745617076,4.883851981,4.342751562,4.104195115,3.989749975,4.215519341,4.184996138,6.949028873,7,941
6.022552692,4.453698903,5.662338998,5.043402567,5.096322731,4.725155002,5.168176108,5.844217751,4.409836893,4.892931589,4.60308156,7,942
5.850247463,4.844629963,5.354332583,4.830625753,5.138816881,4.438352422,4.955379909,6.003172132,4.539381928,4.656953105,4.321567882,7,943
4.988721317,3.727684077,6.124348621,5.894509821,5.053828581,4.533953282,4.316991313,4.063928686,4.733699481,4.892931589,6.573677302,7,944
6.079987768,4.509546197,5.765007803,4.617848939,4.650134156,4.151549843,4.195393486,4.424225282,3.891656753,5.777850902,5.635298377,7,945
6.079987768,4.509546197,6.586358244,6.107286635,5.096322731,4.533953282,4.316991313,5.372653088,4.863244516,6.95774332,6.47983941,7,946
4.988721317,3.615989488,6.073014219,4.688774544,5.117569806,4.055948983,3.95219783,3.587065543,4.668926963,4.774942347,6.85519098,7,947
5.333331775,2.722432779,5.919011011,4.47599773,4.735122456,4.438352422,4.225792942,4.350046571,5.640514726,5.600867039,6.386001517,7,948
5.333331775,2.722432779,5.919011011,4.47599773,4.735122456,4.438352422,4.225792942,4.350046571,5.640514726,5.600867039,6.386001517,7,949
5.333331775,2.722432779,5.919011011,4.47599773,4.735122456,4.438352422,4.225792942,4.350046571,5.640514726,5.600867039,6.386001517,7,950
4.988721317,3.615989488,6.073014219,4.688774544,5.117569806,4.055948983,3.95219783,3.587065543,4.668926963,4.774942347,6.85519098,7,951
4.931286241,3.783531371,5.662338998,4.759700148,4.373922182,4.055948983,3.891398916,4.265270901,4.992789551,5.128910072,5.72913627,7,952
6.079987768,3.951073254,6.073014219,4.688774544,4.246439732,3.960348123,3.860999459,3.851989511,4.280291858,5.187904693,6.573677302,7,953
4.586675782,4.453698903,5.662338998,5.114328171,4.883851981,4.055948983,3.921798373,4.27586786,5.834832278,4.30298538,6.667515195,7,954
5.10359147,3.225058428,6.278351829,4.546923335,5.053828581,4.342751562,4.286591856,4.85870059,5.316652138,5.069915451,4.97843313,6,955
5.390766852,4.062767843,6.278351829,4.688774544,5.500017155,3.960348123,3.891398916,4.434822241,4.992789551,4.774942347,5.822974162,5,956
5.677942234,4.118615137,6.278351829,4.617848939,5.011334431,4.629554142,5.137776651,4.673253812,4.863244516,4.538963863,5.635298377,6,957
3.897454866,5.235561024,4.224975728,4.830625753,5.69124083,5.872365319,4.681784797,4.175196752,6.029149831,5.305893935,5.822974162,6,958
4.816416088,5.347255612,3.86563491,4.617848939,5.032581506,4.629554142,4.560186969,5.319668294,5.316652138,4.715947726,4.60308156,7,959
5.10359147,4.67708808,4.994991766,4.546923335,4.373922182,5.203159301,4.74258371,4.169898273,4.021201788,6.131818627,5.635298377,5,960
4.299500401,5.179713729,4.327644533,4.334146521,4.798863681,4.151549843,4.134594572,4.561985746,4.733699481,4.774942347,3.946216312,6,961
4.012325019,5.235561024,3.711631702,4.688774544,5.585005455,4.055948983,4.073795658,4.890491466,5.446197173,5.187904693,4.133892097,5,962
5.275896699,3.560142194,5.611004596,4.617848939,5.26629933,5.39436102,4.408189684,4.318255695,3.956429271,5.187904693,5.72913627,5,963
5.10359147,4.67708808,4.994991766,4.546923335,4.373922182,5.203159301,4.74258371,4.169898273,4.021201788,6.131818627,5.635298377,6,964
4.988721317,3.951073254,5.662338998,4.901551358,4.522651707,5.776764459,5.04657828,4.36064353,5.187107103,6.190813248,5.541460485,6,965
5.390766852,4.174462431,5.713673401,4.901551358,5.330040555,4.055948983,3.891398916,4.625567498,3.826884236,4.538963863,6.386001517,6,966
5.10359147,5.738186672,4.635650948,4.688774544,5.202558106,5.6811636,7.022542981,5.309071335,3.826884236,3.949017654,3.85237842,7,967
5.390766852,4.28615702,5.816342206,4.901551358,4.586392932,6.254768758,4.985779366,3.703632089,4.280291858,4.656953105,6.667515195,5,968
4.069760095,5.179713729,4.07097252,5.25617938,4.820110756,4.151549843,4.256192399,4.969968656,5.964377313,4.715947726,4.790757345,6,969
6.194857921,3.504294899,6.073014219,4.546923335,4.543898782,4.055948983,3.891398916,5.261385021,5.122334586,6.249807869,5.447622592,5,970
6.194857921,3.504294899,6.073014219,4.546923335,4.543898782,4.055948983,3.891398916,5.261385021,5.122334586,6.249807869,5.447622592,6,971
6.022552692,4.174462431,6.175683024,4.901551358,5.35128763,4.055948983,3.982597287,4.832208193,4.409836893,4.951926209,6.10448784,6,972
5.10359147,3.951073254,5.867676609,4.405072126,4.820110756,4.055948983,3.95219783,4.630865977,6.353012418,4.833936968,5.259946807,7,973
5.275896699,3.89522596,5.713673401,7.383947517,4.692628306,4.151549843,3.982597287,4.911685383,4.928017033,4.774942347,6.573677302,5,974
4.356935477,4.342004314,5.148994973,4.688774544,4.905099056,6.828373917,5.776165246,5.134221517,5.834832278,4.184996138,4.040054205,7,975
4.356935477,4.342004314,5.148994973,4.688774544,4.905099056,6.828373917,5.776165246,5.134221517,5.834832278,4.184996138,4.040054205,5,976
5.046156393,5.347255612,5.097660571,5.043402567,5.457523005,6.445970478,7.204939723,5.669367932,3.956429271,4.067006896,3.758540527,5,977
4.242065324,4.28615702,5.251663778,5.752658612,4.437663407,4.342751562,4.468988598,3.629453378,4.798471998,4.008012275,5.822974162,5,978
7.228689296,4.565393492,6.124348621,4.192295312,4.735122456,3.769146404,3.769801088,5.081236723,3.826884236,4.833936968,4.97843313,7,979
5.448201928,4.844629963,5.148994973,4.546923335,4.522651707,4.247150703,4.104195115,5.526308989,5.057562068,5.305893935,5.072271022,5,980
5.677942234,6.855132559,4.943657363,4.546923335,4.820110756,4.725155002,4.438589141,5.197803269,4.604154446,4.774942347,4.60308156,6,981
4.414370553,4.956324552,5.251663778,4.688774544,4.628887082,8.357987674,5.715366333,3.640050337,5.187107103,5.954834765,7.324380443,5,982
5.448201928,4.844629963,5.148994973,4.546923335,4.522651707,4.247150703,4.104195115,5.526308989,5.057562068,5.305893935,5.072271022,6,983
7.228689296,4.565393492,6.124348621,4.192295312,4.735122456,3.769146404,3.769801088,5.081236723,3.826884236,4.833936968,4.97843313,6,984
4.47180563,5.291408318,3.608962897,4.617848939,4.501404632,4.151549843,3.921798373,4.403031365,5.899604796,4.538963863,5.822974162,5,985
5.850247463,3.951073254,5.611004596,4.192295312,4.543898782,3.769146404,3.800200545,3.915571264,4.215519341,4.361980001,5.916812055,6,986
4.299500401,4.062767843,5.148994973,4.334146521,4.841357831,6.828373917,5.715366333,5.097132161,5.834832278,4.067006896,4.040054205,7,987
4.644110859,4.230309726,4.224975728,4.405072126,5.202558106,5.29876016,4.408189684,4.583179663,4.021201788,4.008012275,4.040054205,5,988
5.792812386,3.69976043,5.662338998,4.263220917,4.692628306,4.820755861,4.225792942,4.371240489,3.891656753,4.126001517,5.447622592,5,989
4.644110859,4.230309726,4.224975728,4.405072126,5.202558106,5.29876016,4.408189684,4.583179663,4.021201788,4.008012275,4.040054205,6,990
4.299500401,3.951073254,5.046326168,4.617848939,4.883851981,6.445970478,5.654567419,5.10243064,5.899604796,3.949017654,4.040054205,5,991
3.954889942,4.28615702,4.122306923,4.617848939,4.756369531,6.350369618,5.016178823,4.36064353,5.316652138,3.949017654,4.040054205,5,992
4.299500401,3.951073254,5.046326168,4.617848939,4.883851981,6.445970478,5.654567419,5.10243064,5.899604796,3.949017654,4.040054205,6,993
5.965117615,4.006920548,5.919011011,4.972476962,5.096322731,5.39436102,6.262556557,6.289290017,3.956429271,3.65404455,4.040054205,5,994
4.644110859,5.403102906,3.916969313,4.617848939,4.820110756,5.29876016,4.833782081,5.118326078,5.510969691,4.774942347,4.696919452,5,995
3.437974255,5.738186672,3.608962897,4.759700148,4.990087356,3.769146404,3.921798373,3.428111163,7.583690251,4.833936968,7.23054255,6,996
3.437974255,5.738186672,3.608962897,4.759700148,4.990087356,3.769146404,3.921798373,3.428111163,7.583690251,4.833936968,7.23054255,7,997
5.333331775,6.74343797,5.354332583,4.192295312,4.203945582,3.864747263,3.891398916,4.36064353,3.762111718,3.949017654,3.758540527,7,998
3.897454866,5.905728555,3.608962897,4.369609323,4.310180957,4.151549843,3.95219783,2.283639621,6.029149831,4.243990759,7.324380443,6,999
4.529240706,4.453698903,5.148994973,4.759700148,4.458910482,4.055948983,3.95219783,4.048033248,5.834832278,5.364888556,6.010649947,6,1000
5.907682539,4.006920548,5.559670193,4.263220917,4.373922182,6.445970478,5.016178823,5.007058012,4.668926963,5.954834765,5.166108915,7,1001
5.448201928,3.671836782,5.302998181,4.653311742,4.480157557,4.725155002,4.408189684,4.159301314,4.668926963,6.072824006,6.198325732,7,1002
4.127195172,4.062767843,5.251663778,4.47599773,4.565145857,3.864747263,3.830600002,2.908860185,5.316652138,4.361980001,7.23054255,7,1003
4.931286241,4.453698903,5.097660571,4.334146521,4.862604906,6.063567039,4.955379909,4.620269019,4.604154446,4.30298538,4.884595237,7,1004
4.127195172,4.062767843,5.251663778,4.47599773,4.565145857,3.864747263,3.830600002,2.908860185,5.316652138,4.361980001,7.23054255,5,1005
5.448201928,3.671836782,5.302998181,4.653311742,4.480157557,4.725155002,4.408189684,4.159301314,4.668926963,6.072824006,6.198325732,7,1006
5.448201928,3.727684077,5.354332583,4.617848939,4.501404632,4.629554142,4.34739077,4.159301314,4.668926963,6.072824006,6.198325732,7,1007
5.333331775,4.006920548,5.662338998,5.752658612,5.47877008,4.629554142,4.316991313,4.334151133,4.474609411,5.246899314,6.47983941,7,1008
5.73537731,4.844629963,5.457001388,5.185253776,5.60625253,5.967966179,5.259374478,5.250788062,4.150746823,5.128910072,5.447622592,7,1009
5.333331775,3.615989488,5.919011011,4.405072126,4.565145857,4.151549843,3.95219783,3.300947658,4.604154446,4.361980001,6.761353088,5,1010
5.333331775,3.839378665,5.200329376,4.617848939,5.011334431,4.629554142,4.164994029,4.4454192,4.085974306,4.361980001,4.97843313,7,1011
4.644110859,7.664918327,4.378978935,4.688774544,5.30879348,4.533953282,4.560186969,4.625567498,4.474609411,3.949017654,4.60308156,6,1012
4.529240706,6.017423144,3.608962897,4.334146521,5.096322731,5.58556274,4.529787512,4.789820358,5.446197173,4.538963863,4.60308156,5,1013
4.816416088,5.291408318,4.430313338,4.617848939,5.69124083,3.769146404,3.800200545,3.830795594,4.409836893,4.538963863,5.72913627,6,1014
6.252292997,4.230309726,5.970345414,4.759700148,4.735122456,4.820755861,4.408189684,4.593776622,3.373476613,6.072824006,5.916812055,6,1015
5.333331775,4.174462431,5.662338998,4.759700148,4.586392932,4.629554142,4.438589141,4.000346933,4.733699481,5.541872418,7.042866765,6,1016
4.816416088,3.057516545,5.508335791,3.837667289,4.182698507,6.923974777,6.900945153,1.46237532,2.272343816,3.713039171,7.136704658,7,1017
4.816416088,3.057516545,5.508335791,3.837667289,4.182698507,6.923974777,6.900945153,1.46237532,2.272343816,3.713039171,7.136704658,6,1018
4.242065324,4.844629963,4.327644533,4.47599773,4.798863681,4.438352422,4.286591856,4.795118838,6.417784936,4.715947726,4.97843313,6,1019
